id,title,genres,overview
5856,Hotel St. Pauli,Drama,"Jor and Gerda is a loving couple that lives together in Copenhagen. Jor is trying to make a breakthrough as a writer, without any luck so far. His struggles have caused Gerda to provide for them by selling sexual favors on the street.
 Jor is filled with resentment towards Gerda and because of what she has to do to provide food for the two. One day though, their lives change completely when the small city boy Morgan comes walking into their lives.  Hotel St. Pauli is considered by many to be one of the biggest cinema turkeys ever produced in Norway. The film is done by Svend Wam and Petter Vennerød, partners in crime that are responsible for several films that have a main purpose of delivering social commentaries."
47397,Anita,Drama,"Anita is a girl of only 16 years, and while she has developed early physically, to a mature woman, she is psychologically completly ruthless. Her relationship the her parents and her friends is very poor and she is regarded with contempt by the people around her, even by the men who so ruthlessly use her."
92391,Sket,Drama Crime Foreign,"When a young woman is cruelly and indiscriminately attacked by a notorious gang led by the violent Trey, her little 16 year old sister Kayla wants revenge and will stop at nothing to get it, even if it means joining a rival girl gang led by the volatile and damaged man-hating Danielle."
27391,Polar Storm,Action Science Fiction,"When a piece of the massive comet ""Copernicus"" collides with the Earth, it knocks the planet off of its axis and unleashes a disaster never before witnessed. Dr. James Mayfield (Jack Coleman) and his highly trained research team are the only ones who can re-align the axis. With his wife and teenage son in mortal danger, Dr. James Mayfield (Jack Coleman) calls on his crack research team to help realign the planet's axis before the effects of the catastrophe are irreversible."
27595,Charlie & Boots,Comedy Drama,"Paul Hogan plays Charlie McFarland and Shane Jacobson plays his estranged son, Boots. After a family tragedy Charlie and Boots try and put their differences aside and head off on the road trip of a lifetime - from regional Victoria to the Cape York Peninsula - they overcome many challenges to reach their dream - to fish off the northern most tip of Australia."
86096,The Children,Comedy,"Ernesto, a seven-year-old boy who has the body of a thirty-year-old man, decides, upon attending his first day of school, that he no longer wishes to attend, because he does not wish to be taught matters that he does not know."
8893,It's Hard Being Loved by Jerks,Documentary,"The murder of Dutch filmmaker Theo van Gogh by an Islamic extremist in 2004, followed by the publishing of twelve satirical cartoons depicting the prophet Mohammed that was commissioned for the Danish newspaper Jyllands-Posten, provides the incendiary framework for Daniel Leconte's provocative documentary, It's Hard Being Loved by Jerks."
110130,Hologram Man,Action Science Fiction Thriller,"Five years after the mad terrorist Norman Galagher was sentenced to holographic stasis, he is given a parole hearing. But an equipment failure engineered by his cronies transforms the criminal into a living hologram with god-like powers. Now, stopping him is up to Kurt Decoda, the man who as a police rookie was responsible for arresting Galagher."
100490,Scarlett,Drama Romance,"The greatest love story ever told began with Gone with the Wind and continues in this sweeping epic sequel, as Scarlett, Rhett and a host of unforgettable characters go from tragedy to triumph in an action-packed saga of international scope"
2324,Local Color,Drama,"A successful artist looks back with loving memories on the summer of his defining year, 1974. A talented but troubled 18-year-old aspiring artist befriends a brilliant elderly alcoholic painter who has turned his back on not only art but life. The two form what appears to be at first a tenuous relationship. The kid wants to learn all the secrets the master has locked away inside his head and heart. Time has not been kind to the old master. His life appears pointless to him until the kid rekindles his interest in his work and ultimately gives him the will to live. Together, they give one another a priceless gift. The kid learns to see the world through the master's eyes. And the master learns to see life through the eyes of innocence again. This story is based on a real life experience."
39449,Steel Frontier,Action Science Fiction,"Set in a post-nuclear-holocaust future, this sci-fi western takes place in the frontier city of New Hope, the only place around with a working oil refinery. Ever since a megalomaniac general and his followers took over the place, life has been miserable. Then a stranger, a man-of-few-words, comes to town. A quick-drawing gunslinger, he first joins the conquerors. As time passes, however, it rapidly becomes apparent that he really sides with the townsfolk, and when the time is right, he leads them into a violent uprising."
33495,2061 - Un anno eccezionale,,No overview found.
125926,Åke and His World,Drama,"Aake and his world is a long, lyrical study of a Swedish country doctor of the 1930s. Aake is the doctor's six year old son, from whose point of view the film is told. His best friend is Kalle Nubb. Aake is very frightened of the janitor Bergstroem as well as the lunatic Anne-Marie."
139195,The Office Party,Drama Comedy,Office executive Knut Levin decides to arrange a party at work. Things don't go exactly according to plan with hilarious results.
115929,Cool Kids Don't Cry,Drama Foreign Family Romance,"Adaptation of one of Benelux most famous children's novels. Tough prime school girl Akkie loves soccer and can be a real bully. Love is the only thing she's scared of. When Akkie is diagnosed with Leukemia, she has to fight for her life. On the verge of going to high school, Akkie has to allow love to enter her life, and thus gain courage to accept the inevitable."
62726,Aurora,Drama,"Aurora dreams about becoming a talented ballet dancer one day. However, life is not so simple. 12-year-old orphan Aurora Nedelina lives in an orphanage in Pripyat and accidentally becomes a witness to the explosion at the Chernobyl APP. Having received a critical dose of radiation, she is sent to an American hospital where she meets the rich American Russian, Nick Astakhov--the world-famous dancer who had emigrated from the USSR 15 years prior. Nick is talented, successful, young, yet disappointed in life. Meeting up with Aurora helps Nick turn it all around. However, with each day, Aurora fades away a little more. Only something short of a miracle can save her"
110669,Wabash Avenue,Music,"Andy Clark discovers he was cheated out of a half interest in partner Mike's business, now a thriving dance hall in 1892 Chicago. Unable to win it back, Andy schemes to make Mike's position untenable. He also hopes to turn Ruby Summers, Mike's motor-mouthed burlesque queen, into a classier entertainer, and incidentally to make her his own. But at the last minute, Andy's revenge comes unravelled."
41025,Gargoyles,Fantasy Horror TV Movie,"After receiving word about a mysterious carcass/skeleton unearthed in the Arizona desert, a father and his daughter decide to remove it from the burial grounds for further study. Once they do so, they, as well as the town, are besieged by a colony of gargoyles living in some nearby caverns."
108220,Star Spangled Rhythm,Comedy Music,"Pop, a security guard at Paramount has told his son that he's the head of the studio. When his son arrives in Hollywood on shore leave with his buddies, Pop enlists the aid of the studio's dizzy switchboard operator in pulling off the charade. Things get more complicated when Pop agrees to put together a show for the Navy starring Paramount's top contract players."
96700,Birth of the Blues,Music,"Jeff grows up near Basin Street in New Orleans, playing his clarinet with the dock workers. He puts together a band, the Basin Street Hot-Shots, which includes a cornet player, Memphis. They struggle to get their jazz music accepted by the cafe society of the city. Betty Lou joins their band as a singer and gets Louie to show her how to do scat singing. Memphis and Jeff both fall in love with Betty Lou."
111031,Say One for Me,Romance Comedy Music,"Father Conroy (Crosby) has a parish which serves the acting and performance community. When one of his parishoners gets too sick to work, his daughter Holly (Reynolds) finds a job working for a dance club of questionable character, which is run by Tony Vincent (Wagner). Vincent never made the big time, and Father Conroy tries to look after Holly. There are many musical numbers, and the conclusion is a televised benefit show hosted by Father Conroy, and Tony must choose between Holly and national fame."
26153,God Tussi Great Ho,Romance Comedy Drama Fantasy,"At the end of the worst day in his life, Arun Prajapati (Salman Khan) angrily rages against God for making his life miserable. To his astonishment, God (Amitabh Bachchan) appears before him in human form and endowing Arun with all of his divine powers, challenges Arun to take on the big job and see if he can do it any better."
168114,Murder 3,Thriller,"A hot-shot fashion and wildlife photographer Vikram gets into a relationship with Nisha. She moves in with him in his palatial house outside of the city. The old world house, made decades ago is as beautiful as it is scary. It holds many secrets which Nisha is soon to unearth; of the life of the man who made it and of Vikram, who is dealing with the mysterious disappearance of his former girlfriend Roshni"
58365,Just Call Me Nobody,Comedy,"Poor young cobbler Wu Di lives with his mother and is crazy about martial-arts picture books. One day he repairs the shoe of wandering swordswoman Yuelou and later helps save her in a fight with wanted criminal Tian Baguang, even though he has no martial-arts training. She tells him she owes him a life and can be found on Qin Mountain if he ever needs her. Yuelou is actually a princess who was due to marry the emperor but ran away after setting fire to her palace quarters. In love, Wu Di sets out to find her, fighting river pirate Dugu and his sidekick on the way, and also meeting a hermit Buddhist monk who offers to take him on as a pupil. Yuelou plans to attend a martial arts tournament to establish her name, little knowing that the emperor's chief eunuch Cheng has arranged for her to be secretly protected by Penal Bureau officer Yang Guo and to win the tournament, so the emperor can award her the prize and persuade her to reconsider marriage."
67255,The Crazy Family,Drama Comedy,"The Kobayashi family finally get the chance to move out of their tiny, cramped Tokyo apartment in favour of the suburban house of their dreams. But all is not well: the house is infested by termites and the family starts cracking up: Son Masaki is studying so obsessively for his exams that he's losing his mind; daughter Erika is oblivious of all but her forthcoming record company audition, grandfather Yasukuni starts getting World War II flashbacks and father Katsuhiko is so worried about his family's ""sickness"" that he thinks can only be cured by group suicide..."
3479,Dirty Hands,Thriller Crime,"Saint Tropez. Julie Wormser and her lover, writer and neighbour Jeff Marle, plan the murder of her wealthy husband Louis, an impotent who drinks a lot. She hits him, and leaves the rest of the task to Jeff. Julie finds herself alone the following day, and becomes therefore the prime suspect. Where is Louis' body? Where is Jeff? Is there any secret beyond a door? Nothing is what it seems in this highly acclaimed taut thriller."
105325,How to Hook Up Your Home Theater,Animation Comedy,"Goofy tries to set up his new home theater in time for the big game, with disastrous results."
55156,Hail the Judge,Comedy,"Pao Lung-Sing, a descendant of the famous Judge Pao Ching Tient, is a 9th degree corrupt judge (lowest degree) who changes his tune when he tries to champion a woman Chi Siu-Lin, who was framed for killing her husband. As a result, Pao is forced to flee and through a series of events (often hilarious) becomes a 1st degree judge and comes back to wreak havoc and justice on the guilty."
59053,The Raffle,Drama,"Francesca, an incredibly beautiful woman, after the death of her husband discovers his unfaithfulness and huge amount of debts he left. Cesare is Francesca's best friend, he is a solicitor. Following his advice Francesca starts selling all her goods, like the house, jewels, furs and finally also the yacht. By doing this she is able to survive for the rest of the year, but has no prospects for the future and every attempt to get a job fails. Finally she makes a decision to set up a lottery in which the prize is her."
27620,The Erotic Misadventures of the Invisible Man,Science Fiction Comedy,"When Norman (Scott Coppola), an aspiring actor, can't find an open door in Hollywood, he gets rather dispirited. But he gets a new lease on life when he discovers an invisibility formula and learns that women don't really care whether they can see him or not! This erotic comedy is based on the comic books by Milo Manera."
81537,One Night in A City,Fantasy Horror Animation,"Jan Balej's animated film Night In A City / Jedné Noci V Jednom Meste (2007) from the Czech Republic. Very little dialogue throughout, but instead a rich world of sounds and music which more than match the detailed animation and curious vignettes that create the film."
72733,Bangkok Traffic Love Story,Comedy Romance,"Mei Li is a 30 year old woman who has one bad habit of getting drunk at her friend’s weddings. All because weddings seem to remind her of her single, manless, lonely life. One night, Mei Li wakes up in the middle of the night and went up to the roof to drink beer alone, which became a big scandal that led her to meet Lung, a maintainance engineer of the BTS electric train system. Meeting this strange innocent man without being drunk stirs something within Mei Li for the first time in all of her 30 years."
27370,Paranormal Entity,Horror Mystery Thriller,"Twenty-three year old, Thomas Finley was arrested for the murder of his nineteen-year old sister, Samantha, as well as the murder of fifty-two year old, Edgar Lauren, a Professor and paranormal investigator.In the early morning hours, Police were called to the scene by Thomas Finley himself. He was found inside with his sister's body cradled in his arms.After questioning, Thomas was taken into custody. In his police statement, Thomas claimed that the victims were attacked by a demonic entity of unknown origin. Days later, he committed suicide.It is the opinion of those closely related to the family, that this video found at the scene be shown to the public as a final testament to what actually happened inside the Finley home in those final days."
1609,There's Only One Jimmy Grimble,Comedy,"Jimmy Grimble is a shy Manchester school boy. At school he is constantly being bullied by the other kids, and at home he has to face his mother's new boyfriend. However, through football, and some special boots, he manages to gain the confidence to succeed and leads his school football team towards the final of the local schools cup."
42938,The Clone Returns Home,Drama Science Fiction,"Kohei Takahara, an astronaut who dies in the line of duty, is legally resurrected as a clone: however, contrary to the scientists’ expectations, he reverts to his childhood memories when his twin brother drowned sacrificing his life for Kohei. Kohei’s clone discovers the body of his former self mistakenly believing that it is his deceased twin. Reliving his tragic past, he sets off carrying his corpse body to the beautiful hometown where he lived with his now dead mother."
135286,Watch Your Left,Comedy,"Roger, son of a farmer, wants to be a boxer, and gets his chance by filling in for a boxer's sparring partner. However, Roger does not know how to box and reads a rule book while in the ring."
112283,You Are My Sunshine,,"Simple, sweet-natured farmhand Seok-Jung (Hwang Jung-Min) longs for a wife. He is certain that he has found her the instant he catches sight of lovely Eun-Ha (Jeon Do-Youn). She is far more experienced and sophisticated than he is, a difference made starkly clear by her job at a sleazy café where she delivers intimacy and coffee to the guests at the aptly named Beast Motel. No one is more surprised than she is when his unquestioning devotion wins her over, and she falls for her impassioned suitor. Seok-Jung thinks he has found the perfect love, but Eun-Ha is a woman with a past that has resulted in an HIV infection, and her former life casts a shadow that threatens not just their marriage but also his place within his family and community."
5764,Princess of Thieves,Action Family Adventure Romance TV Movie,"Sherwood forest has a courageous new hero - Gwyn, the daughter of Robin Hood. Possessing the cunning skills of her legendary father and the beauty and intelligence of her mother Maid Marian, Gwyn is anxious to follow in her father's footsteps. King Richard nears death and Robin Hood and his Merry Men are summoned to help bring Richard's son Philip to his rightful place on the throne before the evil Prince John can assume power. Robin Hood's life and that of the future King of England soon lies in Gwyn's hands when Robin is captured and sentenced to death."
68044,Paperback Hero,Comedy Romance,"Jack Willis is a handsome roadtrain driver with a secret - he has just become a top-selling romance novelist. However, being a 'man's man' in the Australian outlook, to avoid embarrassment, he needs a name, a woman's name - and he chooses that of his best friend, Ruby Vale. He must do some fancy footwork to continue the charade when the glamorous city publisher, Ziggy, arrives in dusty outback Lucktown to sign 'Ruby Vale' to a major book deal. Ruby agrees to help Jack though it's for her own gain as well - the publisher will pay for her coming wedding (with Hamish, Jack's buddy). Accompanied by Jack, Ruby goes to Sydney to meet the media, appear on TV and cocktail parties, etc. Gradually, Jack realizes that he has fallen in love with Ruby, while Ruby is also touched by Jack's novel. However, Hamish arrives in Sydney a few days later and asks both of them to stop all these foolish things"
145132,A Heartland Christmas,Family,"Christmas comes to Heartland, along with an anonymous call about starving horses stranded by an avalanche in the Rocky Mountains, which send Amy and Ty to their rescue."
25778,Felicity: An American Girl Adventure,Action Drama Family Thriller,"Pre-American Revolution Virginian girl whose love for the outdoors leads to the friendship of a lifetime. Felicity loves horses, and though her parents plead with her to remain indoors, she years to ride the open plains. When Felicity comes into contact with a beautiful mare which has suffered at the hands of its callous owner, she takes it upon herself to care for the creature."
25786,Samantha: An American Girl Holiday,Drama Family,"Kindhearted Samantha Parkington's world starts to change the day Nellie O'Malley walks into her life. Nellie, her father, and her two little sisters have moved in next door to be servants for the Ryland family. Though they come from completely different backgrounds, Samantha and Nellie become fast friends. The girls turn to each other in happiness and sorrow, adventure and danger."
102242,Something to Sing About,Music Drama,"Tommy (Darius McCrary) is a troubled young man with a history of crime. When he meets Memaw, an elderly lady, the two form a special bond with Memaw encouraging Charlie to sing in the local church choir, a talent he has ignored until now. While Charlie excels in church, his old friend G. Smooth remains skeptical and stays on the streets. SOMETHING TO SING ABOUT is a heartwarming film with a lot of spirit and some great singing talent on display. Featuring a cameo by Rev. Billy Graham."
72701,Camila Jam,Drama,"Camila is in her mid-twenties and her life has been thrown into chaos ever since her boyfriend threw her out of their apartment during a bitter argument. Camila's ambition is to become a writer, and she posts regularly on her blog, entitled ""Camila Jam."" However, Camila wants to take her work into a different direction, and she throws herself head first into life in search of inspiration. As Camila struggles with alcohol, unsettled emotions and relationships with abusive men, it becomes increasingly obvious that her skills as a writer aren't all she needs to sort out if she wants to truly understand her life and her career."
81583,45365,Documentary,"45365 explores the congruities of daily life in an American town. From the patrol car to the courtroom, the playground to the nursing home, the parade to the prayer service, it explores relationships and interactions - with people and their environment. The stories of a father and son, a young relationship, cops and criminals, officials and their electorate coalesce into a mosaic of faces, places, and events. 45365 is a portrait of a city and its people."
68482,Tanya's Island,Fantasy Drama Romance,"Tanya is a female model who lives with her boyfriend Lobo, a surrealist painter who is extremely violent. Subjected to Lobo's constant abuse, Tanya dreams of escaping to a desert island, which comes true. The only other being on her island is an enormous blue-eyed man-ape who was born from one of Lobo's paintings."
26334,Run Bitch Run,Horror Thriller,"Things go horribly wrong when Catherine and Rebecca, two Catholic School girls, knock on the wrong door while selling Religious paraphernalia."
97128,El ángel de Budapest,War Drama,"El ángel de Budapest (Angel of Budapest) is a Spanish 2011 television World War II-Holocaust miniseries based on the book ""Un español frente al Holocausto"" (A Spanish against the Holocaust) written by journalist and radio executive director Diego Carcedo. The plot focuses on Ángel Sanz Briz, a Spanish ambassador in Hungary during World War II who helped to save the lives of thousands of jews from the Holocaust by lodging them in Spanish safe houses in Budapest."
150657,Merry In-Laws,Comedy Fantasy,"When down-to-earth Alex says yes to her boyfriend's marriage proposal, she has no idea that her future-in-laws are none other than Mr. and Mrs. Claus."
121111,The Telephone Book,Comedy Romance Drama,"The story of a day in the life of a lonely, sensitive, exhuberent, attractive, young woman. Her exploits, encounters, and frustrations as she attempts to find a ""special"" someone, a caller who has ""class"", as she puts it."
74491,Confessions of an Ugly Stepsister,Fantasy Drama Comedy,"A look at the classic ""Cinderella"" story from the perspective of one of her 'ugly' stepsisters"
43022,King of the Roaring 20's: The Story of Arnold Rothstein,Crime Drama,"Gambler Arnold Rothstein (David Janssen) marries an actress (Dianne Foster), avenges his buddy (Mickey Rooney) and meets an underworld fate."
57843,Mars,Action Science Fiction,"In the future, Mars has been colonized. A martial artist arrives to investigate what happened to his brother. A powerful mining company is the prime suspect."
64501,Naughty @ 40,Comedy Drama,"Laxminarayan Kapoor lives a wealthy lifestyle in London along with his religious wife, Maya; son Ravinder; and two nephews, Sandeep and Randeep. While the nephews have adapted themselves to the country and women, Ravinder is still a virgin at 40, and is a sleep-walker. After getting his leg pulled constantly, he asks his father to get him married, and is introduced to a statuesque beauty - who rejects him after discovering his sleep-walking disorder. His parents then get him married to Gauri, and he hopes to end his celibacy, in vain albeit, as she turns out to be child-like and naive. Frustrated, unable to get intimate he befriends a Caucasian female, Sharon, and decides to marry her. Watch what response he gets, and the impact this has on everyone."
34231,The Graves,Adventure Horror Thriller,Two inseparable sister's visit to a remote mine town turns into a mind-bending fight for survival against menaces both human and supernatural.
26776,The Halliday Brand,Western,Sheriff Halliday doesn't approve of his children dating or marrying half-breeds and his blind hate threatens to alienate his whole family.
3144,Rock 'n' Roll Frankenstein,Comedy Horror,No overview found.
4462,Diplomatic Courier,Action,A U.S. agent uses a State Department courier as a spy after Soviets kill his Salzburg contact.
932,The Murderers Are Among Us,Drama,The Murderers Are Among Us was the first German film after the Second World War. Filmed in the Soviet occupied section of Berlin in the summer of 1946. The film would be the first film about the wreckage from the war and the first film produced by DEFA.
41914,Mandragora,Drama,"Marek is a 15-year-old from a provincial village who runs away to Prague when he begins to fail at school. He is mugged shortly after arriving in the city and is rescued by Honza with the promise of work. Marek is taken to an apartment, drugged, and becomes a male prostitute. He is a bit smarter than his colleagues and teams up with a friend, David, in order to go after bigger scores – to cash in and get out. They manage to stash away a bit of money, but when it comes time to return home, Marek loses his nerve and is soon back in the city."
47778,Stella,Romance,"The story of a young,wild woman who doesn't want to compromise and settle down. Stella is a restless, rebellious Greek woman who plays with men and enjoys her life as much as she can. But when she meets a young football player, things get mixed up. She loves him but she loves her freedom too. So it's about time she made an important choice."
158900,Faro,Drama Thriller,Faro is about a man who flees into the forest with his daughter to escape a prison sentence.
6103,Thirteen at Dinner,Crime Mystery,"Actress Jane Wilkinson wants a divorce, but her husband, Lord Edgware, refuses. She convinces Hercule Poirot to use his famed tact and logic to make her case. Lord Edgware turns up murdered, a well-placed knife wound at the base of his neck. It will take the precise Poirot to sort out the lies from the alibis - and find the criminal before another victim dies."
167644,Finnish Blood Swedish Heart,,"Rocker Kai Latvalehto has a wife and a son, almost everything a man could wish for. Still, he feels that something is missing. Accompanied by his father, he drives across Sweden to refresh his childhood memories of life in Gothenburg in the 1970’s. This journey of identities brings the two men closer."
130402,Last Night At The Alamo,Drama,"The events on the last night in the existence of a little suburban Houston pub. It has to be closed down for development reasons but one of the regular customers, Cowboy, seems to have friends in high places."
140491,Alienate,Drama Horror Science Fiction,"A couple on the brink of ending their marriage spend a weekend in different cities. After a cataclysmic event strikes, the husband embarks on a physical and emotional quest to return home as a nation prepares for the worst."
26370,638 Ways to Kill Castro,History Documentary Foreign,"Dollan Cannell's documentary on the hundreds of alleged plots to assassinate Fidel Castro, and a look at the evolution of Cuban politics. If the title of this extraordinary film sounds ludicrous, don't be fooled. This film looks at the incredible story of the 638 alleged plots by the CIA and Cuban exiles to kill the Cuban leader Fidel Castro."
74493,Ballad,Drama Action Romance,"Based on the plot of an award-winning Crayon Shin-chan animated movie from 2002, a boy named Shinichi (Takei) does the time-traveling and meets a feared general named Ijiri Matabei (Kusanagi). Ijiri is in love with Princess Ren (Aragaki) who subsequently rejects an arranged marriage to Okura Itakatora (Osawa), a powerful daimyo of northern Kanto. Enraged by the rejection, Okura sends a large army to Ijiri's smaller state and it's up to Shinichi to change their destiny."
62439,Hello Ghost,Horror Comedy Drama,"A man's failed suicide attempt enables him to see ghosts, who later keep following him everywhere. It is now up to him to fulfill their wishes to make them go away."
170279,Ushi Must Marry,Comedy,"Ushi Hirosaki has to marry according to Japanese tradition before her 30th birthday. Because time is running out, her family decides she has to marry a huge sumo wrestler. A rather unfortunate combination, so Ushi wants to look for a nicer candidate herself. She travels halfway around the world to find her dream husband. Along the way she does valiant efforts, for example to learn table manners and to lose her Japanese accent."
3159,Frankenstein's Castle of Freaks,Horror,"Brazzi plays mad Dr. Frankenstein, Dunn is an evil dwarf and Lugosi (no relation to Bela) is a Neanderthal man. Add a monster named Hulk, and some nude women for sexploitation value."
27395,Count Dracula's Great Love,Horror,Four women spend the night in an old deserted sanitarium on a mountain. They each in turn fall into the the evil hands of a doctor…
78174,Van Gogh: Brush with Genius,Documentary Foreign,An artistic view of Van Gogh as if this movie is self narrated by himself.
111261,Romántico,Documentary,"Romántico is a documentary about Mexican musician Carmelo Muñiz Sánchez, who returns home to his beloved daughters after years spent playing San Francisco’s taquerías and hipster joints. But once Carmelo arrives in his hometown, he finds himself immediately confronted with the struggles that led to his first border crossing. Despite working the mariachi circuit (weddings, funerals, quinceañeras) and at bars that cater to prostitutes and their clients, Sánchez soon realizes he can’t adequately support his family and plots a return to the U.S. At the age of 60, another border crossing begins to seem absurd, but Carmelo has not given up..."
144464,Electrocuting an Elephant,Documentary,"This is a film taken of the execution of Topsy, an elephant employed to help build Luna Park on Coney Island."
108501,Parole Violators,Action,"TV show host Miles Long, trades his camera in for a 9mm hand gun when his girlfriends daughter is kidnapped by a parolee that he put behind bars while on the police force."
115877,Fantasía... 3,,"The film is an adaptation of three fairy tales classics of children literature. ""The Maiden of the Sea"" tells the story of Coraline, a mermaid who wants to be human afte she falls in love with a Sailor Prince. ""The 3 hairs of the Devil"" tells the story of Tomasin, a young man of humble background, which a seer had a presentiment that he would marry the daughter of the king, who must perform a series of tests to avoid death, and marriage the princess is accepted by the king. ""The Wizard of Oz"" tells the story of Sylvia, a girl who get lost in the woods with her dog Toto, and along with her friends The Scarecrow, The Tin Man and the Cowardly Lion, have been snatched the brain, heart and courage, respectively. They go the Emerald City to request help from the Wizard of Oz adapting three children’s stories: , The three hairs from the devil and The Wizard of Oz."
115909,Turn of the Screw,Horror,"Spanish version of  Henry James' classic tale ""Turn of the Screw""."
115903,Colegas,Drama,The plot follows the misadventures of two young friends who are forced into street hustling and ever-expanding life of crime when one impregnates the sister of the other and they need to get the money to pay for her to have an abortion.
1608,When Saturday Comes,Drama,"Jimmy Muir comes from a typical gritty, northern town where there are only two options: working down the pit or in a factory. But Jimmy has other ideas - he dreams of becoming a professional footballer. Confronted by a bitter and unsupportive father, hard drinking friends and a lifetime of bad habits...has Jimmy the will to achieve his ultimate goal?"
31160,Alma,Animation Fantasy Mystery,"Alma, a little girl, skips through the snow covered streets of a small town. Her attention is caught by a strange doll in an antique toy shop window. Fascinated, Alma decides to enter."
100272,Harold's Going Stiff,Comedy Drama Horror,"Lonely pensioner, Harold Gimble, has become the first man to suffer from a new neurological disease that is slowly turning him into a zombie-like state. Harold’s hermit-like existence is shaken up when a vivacious nurse, Penny Rudge, is sent along to alleviate his stiffness. Her ‘special’ massage techniques work a treat on Harold and they become close friends.  Harold agrees to trial a possible cure for the disease at a private institute, and the initial results are excellent. But the following day he’s in an even worse state than before, and after Penny accidentally overhears the doctor’s dire prognosis for Harold she decides to sneak him away the next morning.  Word soon gets out, and before long a small group of bloodthirsty thugs are pursuing Harold and Penny across dramatic moorlands in the hope of a kill."
70366,"Master, Mistress, Servant",Drama,"A Zamindar neglects his wife and prefers the company of alcohol and dancing girls. The decadence of the Bangali Zamindar milieu and the raising bourgeoisie in the late 19th century, seen through the eyes of a young upward mobile rustic seeking fortune in Calcutta, and fascinated by the lady of the house."
144410,Annabelle Serpentine Dance,Documentary,"Two dancers perform in succession facing a stationary camera. The first is in a diaphanous skirt, held out by her hands with arms extended. She smiles, wearing butterfly wings on her back and the wings of Mercury in her hair. Her dance emphasizes the movement of her visible, bare legs. She kicks high, bows, and moves to her right and left. The second dancer has a voluminous, long skirt, and holds sticks in each hand attached to the skirt's outer edges, so that the emphasis is on the swirling patterns the skirt makes, often obscuring her unsmiling face. Her feet move little on the unadorned stage; changes in the color of the lens filter accent the swirling patterns."
130450,The Lonedale Operator,,"A young woman takes over her sick father's role as telegraph operator at a railway station, and has to deal with a team intent on train robbery.  Film first released 23 March 1911."
59935,"For a Moment, Freedom",Adventure Drama,Centers on a group of weary Middle Eastern refugees who have made their way to Turkey to apply for European visas.
49082,Adventures in Dinosaur City,Fantasy Adventure Family,A scientist's kids are sucked into a TV screen and wind up in the Stone Age with cavemen and dinosaurs.
48567,Scary Godmother: Halloween Spooktakular,Animation Family Comedy,"The Scary Godmother Halloween Spooktakular is based on the comics and children's books of popular artist and writer Jill Thompson. Jill has won numerous awards for her fabulous watercolour paintings and illustrations. Scary Godmother is the whimsical all-ages story that follows the first trick-or-treating adventure of Hannah Marie, a young girl whose rotten older cousin is babysitting her one dark Halloween. Unhappy to be saddled with Hannah, her cousin cooks up a scheme to frighten her. But his scheme backfires when Hannah gets help from her Scary Godmother. Scary Godmother takes Hannah to her realm on the Fright Side where she is throwing the best Halloween party in all of frightdom. At the party Hannah is introduced to many colourful characters, learns that not all monsters are mean and enlists her new spooky friends in a plan to teach Jimmy a lesson."
125077,Munchie Strikes Back,Fantasy Family Comedy,"The magical Munchie is back, and if he gets in any more trouble it's off to the dullest constellation in the galaxy. Staying out of trouble has never been easy for Munchie, but this time he gives it his best shot. He is sent to earth and finds himself in the company of the McClelland family. As he proves himself, he becomes mixed up in the family's many problems. Munchie does his best to fulfill his duty on Earth, but not without getting involved in a little mischief. Written by Concorde - New Horizons."
26630,Shank,Drama Action,"Teenage gang member Cal, hides his sexuality from the his fellow happy slapping gang members despite their often violent dislike of anyone that isn't the same as them, be they unsuspecting shoppers, foreign students, gays etc. When his world collides with Olivier, a student he rescues from a pointless beating, he encounters a lifestyle that presents as many new experiences as it does obstacles."
134680,Billy Gardell: Halftime,Comedy,"Billy Gardell, the star of CBS' hit comedy ""Mike and Molly,"" returns home to Pittsburgh, where all the funny began for him, in a one-hour live event that celebrates working-class America."
66659,Equalizer 2000,Action Adventure Science Fiction,"In a bleak, postnuclear future world, warring factions struggle to claim the Equalizer 2000, the one weapon powerful enough to guarantee survival."
107412,Silk,Action Drama Crime,"Silk, the toughest cop in Honolulu, busts small time smugglers only to reveal a larger syndicate smuggling Asian mobsters into the States by buying the identities of Hawaiian citizens."
7088,Christmas in Boston,Comedy Drama Romance,Gina and Seth have been pen pals for 13 years and now will have the chance to meet. Both used their best friends pictures to send to each other and now will let their friends meet. True love is found in the end for all.
48346,Special Delivery,,"A hapless husband neglects to clear the icy walk, which leads to the mailman slipping and breaking his neck. A comedy of errors results from his attempts to hide the body."
82088,Zvenigora,Drama Fantasy,"Zvenigora stars Nikolai Nademsky (Earth), as the grandfather of Timoshka (Semyon Svashenko), whom he alerts to secret treasure buried in the mountains and the boy spends the rest of his life trying to find. The film wonderfully blends both lyricism and politics and uses its central construct to build a montage praising Ukrainian industrialisation, attacking the European bourgeoisie, celebrating the beauty of the Ukrainian steppe and re-telling ancient folklore. Zvenigora is a most remarkable avant-garde film, which has a unique style in its approach and disregards the more traditional storytelling devices.  ""As the lights went on, we felt that we had just witnessed a memorable event in the development of the cinema"" S.M. Eisenstein"
